COM4 connected!
254787,239102,
254939,239217,
254892,239153,
255026,239250,
254981,239196,
255100,239294,
255044,239225,
255160,239315,
255107,239249,
255233,239345,
255133,239253,
255243,239351,
255195,239280,
255309,239359,
255218,239288,
255328,239383,
255253,239303,
255363,239377,
255277,239302,
255389,239396,
255317,239316,
255438,239414,
255372,239339,
255480,239440,
255412,239356,
255521,239443,
255474,239375,
255592,239486,
255529,239414,
255651,239516,
255595,239441,
255717,239544,
255643,239459,
255756,239537,
255667,239480,
255796,239581,
255723,239493,
255845,239583,
255778,239516,
255904,239612,
255840,239562,
255961,239634,
255893,239585,
256034,239662,
255969,239607,
256074,239679,
255979,239620,
255966,239609,
255632,239404,
255248,239239,
254542,238889,
254139,238734,
253662,238519,
253525,238452,
253258,238315,
253288,238335,
253147,238274,
253255,238327,
253190,238302,
253352,238400,
253323,238362,
253516,238461,
253484,238442,
253666,238530,
253650,238508,
253798,238586,
253751,238546,
253875,238635,
253805,238556,
253881,238620,
253758,238546,
253859,238593,
253774,238542,
253869,238613,
253788,238563,
253924,238637,
253843,238570,
253957,238645,
253868,238578,
253959,238624,
253845,238573,
253924,238593,
253816,238553,
253870,238572,
253762,238503,
253822,238543,
253746,238480,
253810,238533,
253736,238498,
253832,238558,
253788,238519,
253916,238573,
253867,238545,
254005,238612,
253960,238572,
254098,238648,
254047,238605,
254182,238696,
254155,238655,
254277,238741,
254248,238697,
254355,238774,
254334,238737,
254433,238791,
254379,238757,
254498,238811,
254428,238773,
254556,238840,
254485,238783,
254584,238849,
254528,238793,
254613,238854,
254566,238817,
254656,238873,
254597,238847,
254716,238904,
254670,238857,
254766,238920,
254738,238898,
254840,238948,
254804,238904,
254893,238966,
254859,238942,
254964,239017,
254945,238971,
255044,239041,
255027,239012,
255132,239065,
255107,239026,
255197,239104,
255168,239077,
255267,239135,
255253,239112,
255350,239162,
255308,239124,
255421,239182,
255378,239143,
255472,239216,
255442,239181,
255535,239238,
255520,239211,
255611,239271,
255598,239245,
255709,239325,
255689,239285,
255768,239337,
255712,239303,
255699,239297,
255395,239102,
255033,238937,
254368,238602,
253898,238407,
253439,238171,
253215,238106,
252995,237977,
252940,237978,
252861,237919,
252909,237968,
252907,237942,
253005,238021,
253027,238023,
253158,238089,
253177,238083,
253306,238156,
253320,238148,
253450,238208,
253431,238191,
253512,238244,
253483,238191,
253511,238240,
253447,238197,
253470,238213,
253419,238171,
253473,238234,
253454,238186,
253513,238240,
253509,238216,
253566,238239,
253507,238193,
253571,238230,
253512,238201,
253550,238215,
253494,238177,
253520,238191,
253422,238147,
253492,238185,
253419,238147,
253479,238166,
253436,238149,
253523,238198,
253501,238156,
253602,238223,
253585,238201,
253677,238247,
253698,238253,
253803,238298,
253826,238297,
253945,238360,
253960,238338,
254071,238411,
254075,238410,
254189,238446,
254145,238448,
254239,238495,
254223,238476,
254313,238504,
254284,238496,
254355,238513,
254324,238503,
254392,238557,
254361,238551,
254446,238570,
254405,238542,
254499,238603,
254479,238579,
254560,238616,
254546,238594,
254630,238643,
254614,238634,
254717,238667,
254688,238668,
254782,238705,
254774,238703,
254865,238736,
254884,238742,
254950,238784,
254942,238803,
255050,238827,
255033,238845,
255134,238856,
255139,238868,
255229,238895,
255227,238908,
255306,238924,
255286,238929,
255367,238944,
255343,238966,
255417,238967,
255381,238982,
255462,238987,
255465,238996,
255543,239007,
255559,239039,
255644,239069,
255642,239082,
255720,239105,
255690,239094,
255719,239090,
255570,239011,
255326,238867,
254766,238605,
254187,238295,
253558,238036,
253208,237867,
252884,237748,
252794,237703,
252680,237655,
252688,237663,
252697,237662,
252818,237706,
252830,237748,
252992,237805,
253049,237829,
253175,237888,
253227,237934,
253370,237961,
253386,237997,
253462,238027,
253449,238020,
253490,238011,
253438,238001,
253455,237996,
253411,237988,
253431,237993,
253424,237981,
253487,238009,
253475,238020,
253530,238022,
253535,238031,
253569,238034,
253519,238014,
253548,238005,
253487,237990,
253487,237993,
253431,237972,
253435,237966,
253400,237939,
253416,237931,
253395,237936,
253422,237944,
253443,237952,
253490,237963,
253517,237980,
253598,238006,
253613,238016,
253698,238038,
253720,238102,
253793,238094,
253840,238130,
253899,238129,
253948,238165,
254006,238166,
254023,238207,
254084,238215,
254112,238231,
254155,238228,
254145,238252,
254198,238262,
254206,238277,
254272,238271,
254259,238295,
254302,238287,
254305,238321,
254349,238306,
254351,238332,
254373,238314,
254414,238355,
254423,238354,
254455,238372,
254478,238372,
254491,238394,
254542,238372,
254542,238410,
254589,238407,
254618,238443,
254648,238418,
254679,238471,
254727,238435,
254726,238485,
254769,238467,
254795,238507,
254844,238476,
254858,238511,
254876,238509,
254914,238563,
254946,238537,
254983,238575,
255035,238560,
255049,238606,
255112,238604,
255146,238655,
255186,238650,
255233,238685,
255264,238658,
255249,238685,
255134,238599,
254858,238449,
254413,238208,
253887,237992,
253421,237771,
253078,237655,
252882,237525,
252735,237492,
252691,237448,
252685,237470,
252742,237469,
252829,237536,
252892,237568,
253002,237637,
253112,237660,
253217,237748,
253312,237750,
253411,237832,
253494,237827,
253533,237863,
253560,237850,
253546,237884,
253526,237848,
253526,237884,
253498,237811,
253522,237879,
253553,237841,
253597,237914,
253615,237882,
253657,237930,
253650,237868,
253650,237921,
253628,237871,
253621,237905,
253586,237836,
253560,237874,
253518,237815,
253522,237850,
253487,237776,
253495,237852,
253471,237791,
253530,237853,
253517,237816,
253577,237867,
253600,237837,
253680,237926,
253692,237887,
253773,237962,
253786,237930,
253874,238016,
253887,237970,
253970,238052,
254002,237998,
254061,238080,
254062,238041,
254133,238114,
254141,238069,
254214,238155,
254230,238112,
254261,238184,
254295,238120,
254335,238216,
254331,238141,
254393,238237,
254416,238175,
254467,238260,
254453,238201,
254514,238281,
254539,238228,
254587,238310,
254572,238260,
254645,238330,
254631,238276,
254697,238359,
254718,238297,
254800,238391,
254773,238341,
254846,238427,
254866,238377,
254919,238442,
254908,238393,
254973,238474,
254973,238422,
255061,238500,
255034,238454,
255120,238522,
255100,238451,
255165,238545,
255157,238481,
255242,238567,
255228,238525,
255305,238599,
255307,238541,
255345,238611,
255282,238514,
255190,238526,
254837,238290,
254444,238137,
253860,237824,
253438,237689,
